en,ja,video_id,start,end
pour the prepared sauce into the pan and cook until the sauce thickens,用意したソースをフライパンに注ぎ、ソースにとろみがつくまで混ぜます,AEpS4UBE6ds,202,224
add pepper cooked egg sesame oil red pepper paste and mix everything,コショウ、目玉焼き、ごま油、コチュジャンを加え、すべてを混ぜ合わせます,6KCWzRfFyr4,519,564
take the bacon out when it is cooked,ベーコンに火が通ったら取り出します,f-h7OM5HM0Q,167,183
slice a potato into cubes and cook in salted boiling water,じゃがいもをさいの目に切り、塩を入れたお湯で茹でます,r10vxqLvy7U,102,107
cook the pan of sausages in the oven,ソーセージを入れたフライパンをオーブンで焼きます,BL8oJSnL4EE,132,135
cook the potatos in boiling water,沸騰したお湯でじゃがいもを茹でます,w7jJ8nsbbKI,25,34
cook the pizza in the oven,ピザをオーブンで焼きます,KCIGy7lt_Og,252,257
cook the sushi rice,寿司用のご飯を炊きます,khmRPBMz6do,115,131
cook the bean sprouts in a pan,フライパンでもやしを炒めます,_XxXWiOoyhY,103,115
cook bacon and onions in a pan with butter,バターを入れたフライパンでベーコンと玉ねぎを炒めます,91z7e22XGy8,192,206
put minced garlic to the cooked pancetta and cook for 30 secs,炒めたパンチェッタにニンニクのみじん切りを加え、30秒炒めます,on8-O_f69ys,213,223
cook the pizza in an stove,ピザをコンロで焼きます,HP_quieYDVQ,258,307
cook the pasta in boiling water,沸騰したお湯でパスタを茹でます,__5RJw4UP1Y,94,104
add some chopped potatoes and chicken and cook for 10 minutes,刻んだじゃがいもと鶏肉を加えて10分煮ます,f9mlIEtVt5s,166,185
let it cook on low heat and then flip it,弱火で焼いてから裏返します,RoLhMa9SHsI,140,158
add 2 cups of water stir and cook,水2カップを加えて混ぜ、煮ます,v7U70gPylBA,256,276
cook some kangaroo bangas on a pan,フライパンでカンガバンガを焼きます,Ij-B7-rcK0Q,218,224
drizzle with hollandaise sauce,オランデーズソースをかけます,BTMd6rcevns,140,155
drizzle the bread with olive oil,パンにオリーブオイルを垂らします,U10oixMc9_k,137,144
place the pasta onto a plate and drizzle with olive oil and cheese,パスタを皿に盛り、オリーブオイルとチーズをかけます,T9YvpcxCC2I,220,270
drizzle some oil on top of the meat,肉の上に油を垂らします,tasuUgO6m3c,194,206
drizzle little margie sauce or soy sauce and serve,マギーソースまたは醤油を垂らして、出来上がりです,YuY7aqO0HxU,562,570
transfer to a bowl and drizzle with olive oil and pepper flakes,ボウルに移し、オリーブオイルを垂らし、ペッパーフレークを散らします,GEXox3R0-bk,187,230
drizzle some oil on top some bread and heat them in a pan,パンの上に油を垂らして、フライパンで熱します,i8BjqgemuXo,101,110
drizzle the dressing on the bagel,ドレッシングをベーグルにかけます,_hj6IRUNvUs,190,203
drizzle a little olive oil and add a little salt on it,オリーブオイルを少量垂らし、塩を少々ふります,oVPr2LAyhRM,77,84
drizzle some oil and sprinkle spring onions on top,ごま油をかけ、青ねぎを散らします,6MBctYaMU8U,391,409
garnish the baked pizza with parsley and drizzle with the balsamic vinegar sauce,焼いたピザをパセリで飾り、バルサミコ酢のソースを垂らします,dkvHu_2X9rs,199,211
heat olive oil in a pan and fry the chicken,フライパンにオリーブオイルを熱し、鶏肉を焼きます,Sh33vaPTI0Q,120,172
fry the chicken in a pot with oil,油を入れた鍋で鶏肉を揚げます,_pwC3oNzQT8,277,291
fry the canadian bacon,カナディアンベーコンを炒めます,jRdA68GbUMg,189,210
sprinkle green onions and fried shallots on top,青ねぎとフライドエシャロットを散らします,1MOHn-ARnD4,111,123
add garlic and mushrooms to the frying pan and saute,フライパンにニンニクとマッシュルームを加えて炒めます,1uCNsybhEAg,103,115
fry the dry fruits in oil and transfer to a bowl,ドライフルーツを油で揚げ、ボウルに移します,WCBuVWAvJYE,122,147
fry the marinated chicken in a frying pan,マリネした鶏肉をフライパンで揚げます,oHISYcjakpk,189,217
coat the dog with the batter in the cup and fry it in the oil,ソーセージをコップの衣に浸し、油で揚げます,M6gouTbPn70,140,150
fry the squid in oil in a pan,フライパンの油でイカを揚げます,8pYjtrt5Kbg,125,149
fry the beef in a pan with salt and pepper,フライパンに牛肉を入れ、塩とコショウをふって焼きます,G1ZdFe9x-U8,23,54
remove the lid from the frying pan,フライパンの蓋を取ります,cppB7IXFySk,163,164
boil them in boiled water and fry them with onion and butter and then serve,沸騰したお湯で茹で、玉ねぎとバターと炒めて出来上がりです,tlGFRoMj4uE,484,505
crack and fry two eggs,卵2個を割って焼きます,qmoqJRP5N6E,193,194
fry the meat in the pan,フライパンで肉を焼きます,G5dAW-jtLhg,107,117
fry the chicken pieces in oil for 5 minutes on each side under medium flame,鶏肉を油に入れ、片面5分ずつ中火で揚げます,vHpqMItXGzg,90,127
top the noodles with some fried mushrooms bean sprouts grated carrots chopped scallions and chopped red chilies,麺の上に、炒めたヒラタケ、もやし、にんじんの千切り、刻んだねぎ、刻んだ赤唐辛子をのせます,MxcI4wQLvK4,211,247
after the sauce is reduced and coated add textured vegetable protein and mix well and fry further,ソースが煮詰まり絡んだら、植物性組織化タンパク質を加えてよく混ぜ、さらに炒めます,zhacHWSMigs,242,252
fry the marinated calamari in oil,マリネしたカラマリを油で揚げます,OT-kq11Q8fU,181,212
add brown sugar to the bacon before frying,焼く前にベーコンにブラウンシュガーをふります,v-GtKLHLmsU,113,130
fry the chicken in a skillet with hot oil,スキレットで熱した油で、鶏肉を揚げます,hXkepSgN_zo,156,205
fry the beef and an egg,牛肉と卵1個を炒めます,qRUbmEZ6oiA,240,263
fry the chicken for 4-5 minutes on each side,鶏肉の両面を4～5分ずつ揚げます,fq37BTAjPHk,384,406
fry the ham peppers and onions in a pan,フライパンでハム、パプリカ、玉ねぎを炒めます,pOP5Zzm19kc,101,137
spread oil in a frying pan,フライパンに植物油をひきます,hJzPVZf6JVo,194,209
stir fry some red cabbage with the sesame oil,赤キャベツをごま油で炒めます,e2t_1Atddaw,144,153
heat oil in a pan and fry the pot stickers,フライパンに油をひき、餃子を焼きます,9gCDpktlxfs,114,140
fry the schnitzel,シュニッツェルを揚げます,HJBQ-NgQ9T0,319,376
fry the chorizo in the pan,チョリソーをフライパンで焼きます,olrxEUXmlVA,107,128
fry the wings in the cooking oil,手羽肉を油で揚げます,DKk5IVcIWW8,53,60
fry the beef on a pan,牛肉をフライパンで焼きます,65235CscqdQ,139,180
fry the squid in the oil,イカを油で揚げます,5yJz2Sc7T5k,139,171
add olive oil to a pan then add prosciutto and pancetta and fry them,フライパンにオリーブオイルをひき、プロシュートとパンチェッタを加えて炒めます,zjgsP3zh1HU,52,84
fry the beef in the pan,フライパンで牛肉を焼きます,WO4EXX5DJHQ,50,73
fry the noodles burger in another pan on either sides,別のフライパンでバーガー形のヌードルを両面焼きます,qmoqJRP5N6E,160,163
fry more of the beef in a pan,フライパンでさらに牛肉を炒めます,twL5BU4aFCo,182,186
fry the beef and add mushroom garlic and cabbage leaf,牛肉を炒め、シイタケ、ニンニク、キャベツを加えます,Ex2yu23wyHA,62,96
fry the the chicken,鶏肉を揚げます,JzU12Qf5FPg,292,348
add oil to the frying pan and fry the skewers,フライパンに油をひき、串を焼きます,U5Eyu9IyG-I,443,487
fry the vegetables and beef in a pan,フライパンで野菜と牛肉を炒めます,twL5BU4aFCo,94,172
fry the falafel in the oil at 375 degrees until golden brown,ファラフェルを375度のキャノーラ油できつね色になるまで揚げます,OUeLe5uMZ6E,501,633
cut garlic and put in frying pan,ニンニクを切り、フライパンに入れます,BrtC6jhKBp0,75,94
coat the fish fillet in the mixture and fry it in the oil,魚の切り身に衣をまぶし、油で揚げます,KbigOSh4b7I,196,252
add water and oil to a frying pan,フライパンに水と油を入れます,cppB7IXFySk,142,147
fry the samosas into a pot of hot oil,鍋に熱した油でサモサを揚げます,7v2kaXqLNCY,220,245
stir fry the garlic and add the bacon,ニンニクを炒め、ベーコンを加えます,1LxRUKMCsrM,106,125
stir fry the mixture for 3 minutes till the rice gets cooked completely,ご飯に完全に火が通るまで、材料を3分炒めます,u-2aI2iptmM,159,179
fry the pork with oil and the green onion red onion carrot mushroom and chinese broccoli,油で豚肉を炒め、青ねぎ、赤玉ねぎ、にんじん、しいたけ、カイランと炒めます,Ap3g0IRcjzU,372,411
heat a pan with butter and fry the pierogi and onions,フライパンにバターを熱し、ピエロギと玉ねぎを炒めます,tKWl-njXhP0,308,365
fry the chicken breast with a little oil,鶏むね肉を少量のオリーブオイルで焼きます,usexIHfWXK8,143,200
fry the coated squid rings in oil in a pan,衣をつけたイカの輪切りをフライパンに入れて油で揚げます,bUIHg-RNR28,268,280
place a piece of deep fried tofu in a bowl and pour hot water onto it,油揚げを1枚ボウルに入れ、熱湯を注ぎます,9X5xmrZMX30,90,106
fry the beef pieces in a pan and add salt and pepper,鍋で牛肉を焼き、塩とコショウを加えます,3S1tnRkJ5OI,97,160
coat the chicken pieces with flour and fry them in the oil,鶏肉に小麦粉をまぶして油で揚げます,XOwypmUT5cc,325,403
heat up oil in a frying pan and cook the chicken,フライパンで油を熱して、鶏肉を焼きます,p2GVwIauFks,168,184
stir fry the vegetables including sprouts carrots onion zucchini and mushroom,もやし、にんじん、玉ねぎ、ズッキーニ、きのこを炒めます,qRUbmEZ6oiA,156,181
fry the meat in the pan,フライパンで肉を揚げます,GLYC8yfRSzE,117,136
when the noodle buns are crispy on one side given them a flip and fry the other side,ヌードルバンズの片面がカリカリになったら、ひっくり返してもう片面を焼きます,qmoqJRP5N6E,186,189
heat oil in a pan and fry the mixture,フライパンに油を熱し、混ぜたものを焼きます,_AZ5jo3y7V4,215,274
put some bacon in a pan at medium heat and fry it up,フライパンにベーコンを入れ、中火で炒めます,zFKhct4g8as,35,47
fry the shallots in the wok,中華鍋でエシャロットを炒めます,5IL3Zl6rUu4,355,367
break some fried pita bread and add to the salad,焼いたピタパンを砕いてサラダに加えます,L_g38nzrJDA,315,349
fry the pancetta in pan with garlic and parsely,パンチェッタをフライパンでニンニクとパセリと一緒に炒めます,t1cUwX4Xzt0,71,92
add udon noodles and stir to fry,うどんを加えて炒めます,gB6Fd4D697s,219,234
fry the shallots with more butter,バターを追加してエシャロットを炒めます,-lMphXmWvbk,381,392
fry some paste in a pan with oil,フライパンに油をひいてペーストを炒めます,lYiKwaclCZQ,129,141
fry some sausages on a pan and roll some bread out,ソーセージをフライパンで炒め、パンを伸ばします,d-Hwbg0PrNk,57,74
fry the spring roll,春巻を油で揚げます,9RRHAydI_xk,258,279
season the meat patty with the mixture and fry it on a grill,混ぜたものでミートパティを味付けし、グリルで焼きます,8lqdPpg3w08,158,176
fry the samosa in oil in a pan until golden brown,フライパンに油を入れて、きつね色になるまでサモサを揚げます,x2O99s2EOXg,300,316
fry the hot dog in the oil,ホットドッグを油で揚げます,VmxFWJkYAqk,277,292
fry the onions in a pan with salt pepper and herbs,玉ねぎを塩、コショウ、ハーブと一緒にフライパンで炒めます,IPl_MdY9yNQ,276,291
fry the burgers,バーガーを焼きます,pq2PcaRnzc4,189,206
fry the onion rings and drain them with newspaper,オニオンリングを揚げ、新聞紙で油を切ります,U0jn_DI5ESg,108,119
fry the chicken in a fryer,鶏肉をフライヤーで揚げます,i2bQ88Ci5p4,99,107
heat a little corn oil and fry the mutton pieces,少量のコーン油を熱し、マトンを炒めます,ALpzvKkohfQ,19,84
add 2 cloves of minced garlic to frying meat and keep stirring,炒めた肉類にニンニク2片のみじん切りを加えて混ぜ続けます,zjgsP3zh1HU,85,96
fry the pork in the pan,豚肉をフライパンで炒めます,_EtwHSuT4LA,67,93
fry the peppers,パプリカを炒めます,Nbl97Bp3Kzw,130,159
fry the onion rings in hot oil on medium heat until golden brown on both side,オニオンリングを両面がきつね色になるまで中火の油で揚げます,Pqi3yupFFJo,318,370
fry the bacon in the pan,フライパンでベーコンを焼きます,2vNPfc8LaTc,116,120
fry the tofu in the wok,中華鍋で豆腐を焼きます,KP-sFwyyi2k,56,73
fry the tempah on the pan,フライパンでテンペを焼きます,vyDO2t9m0H8,47,76
cook the meat on the frying pan,肉をフライパンで焼きます,H3cnPVPdwTY,436,529
fry the chicken in deep oil and serve,鶏肉をたっぷりの植物油で揚げたら出来上がりです,JXCmp1jMi0w,238,277
fry the dumplings in a pan,団子をフライパンで焼きます,LlzW9bBIPoA,181,194
heat some better garlic and dried parsley in a pan and fry the snails in it,フライパンでバター、ニンニク、ドライパセリを熱し、その中でカタツムリを炒めます,X0qjbOeJkF8,698,770
fry the potstickers in the pan,餃子をフライパンで焼きます,eWR6fgNWfqw,275,313
fry the meat in the pan,フライパンで肉を焼きます,R0FTAjWwuCI,102,114
fry the potatos in the fryer,鍋の中でじゃがいもをマッシュします,-ORd4EBliqw,355,358
take three slices of apple smoked bacon and fry them simultaneously in other pot for five min and remove,同時に、別の鍋でアップルスモークベーコン3枚を5分炒めて取り出します,UaQ_PwDnIis,76,105
make small balls of beef and fry them in vegetable oil and olive oil in a pan,牛肉の小さなボールを作り、フライパンに植物油とオリーブ オイルを入れて揚げ焼きにします,trSnVJl6Q_k,97,156
fry some carrot sprouts and dry tofu cubes in a pan,フライパンでにんじん、もやし、高野豆腐を炒めます,a0g9OPuNcwI,120,136
heat clarified butter in a pan and now fry the ham slices for 1 min on each side,フライパンに澄ましバターを熱し、ハムを片面1分ずつ揚げます,yLJMpYQg_gA,174,240
sprinkle sugar over chicken and fry the chicken,鶏肉に砂糖をふり、焼きます,CkMGWQG-SaU,161,215
fry the marinated chicken on a pan,マリネした鶏肉をフライパンで焼きます,jWoSjDifHNQ,517,534
fry the pork in a pan,フライパンで豚肉を焼きます,GnbcTbVhG10,282,340
fry the texas toast in the pan,テキサストーストをフライパンで焼きます,Wi9BWzwPsfA,43,47
fry the squid in the pan,フライパンでイカを揚げます,FkhBO3uxxnU,41,49
cover the frying pan with a lid,フライパンに蓋をします,cppB7IXFySk,157,159
add oil to a pan and fry the vegetables,フライパンに油を入れ、野菜を炒めます,vglhM2iVGSo,18,24
lay down stir fried shrimps cooked rice noodles shredded cucumber and carrots and mint leaves,炒めたエビ、茹でておいたライスヌードル、千切りにしたきゅうりとにんじん、ミントの葉をのせます,2YkYjleJs-0,124,151
fry the chicken on a pan,フライパンで鶏肉を焼きます,KAQ6pA9r4wk,43,45
fry the fish in the oil,魚を油で揚げます,u8mJfN9TBkY,198,217
fry the sandwich,サンドイッチを焼きます,9kZgaZbDuqI,156,251
fry the balls until brown,きつね色になるまでボールを揚げます,2lHFKR2r65U,184,215
fry the chicken on each side,鶏肉を片面ずつ揚げます,C2cNcOXGyZA,137,153
fry the sausages in a pan,ソーセージをフライパンで焼きます,cDk1MIsIiQ4,161,220
fry the patties on a pan with oil,油をひいたフライパンでパティを焼きます,kj5y_71bsJM,156,184
add some oil in a pan and fry the meatballs,フライパンに油を入れ、ミートボールを揚げます,891dSjYielI,163,187
fry the onion rings in shallow oil,オニオンリングを少量の油で揚げます,Gs3OGfQbPjc,103,130
deep fry the cod in a frying pan,揚げ鍋で鱈を揚げます,2uApOypvnZI,230,240
drain the potatoes and fry them in the oil,じゃがいもの水を切り、キャノーラ油で揚げます,p_-xXIdhgzU,525,592
fry some onions and add them to a plate of pierogis,玉ねぎを炒め、ピエロギを盛った皿に添えます,EHPkhM261nk,378,388
fry the tofu in the pan,フライパンで豆腐を焼きます,9y2BKvWMN9Y,185,222
fry the coated chicken in the skillet and fry until golden brown,衣をつけた鶏肉をフライパンできつね色になるまで揚げます,QDm3UNAXg_U,284,334
fry the pork in a pan with oil,油をひいたフライパンで豚肉を揚げます,_D7bcfuVq54,60,90
add some oil to the pan and fry some bread,フライパンに油をひき、パンを揚げ焼きにします,aG7C1vjn1Lw,88,102
fry the dogs in a pan of oil,フライパンの油でソーセージを揚げます,BK80fNF9ysI,186,205
stuff each slice with the meat mixture and fold and seal it well,混ぜた肉を生地に詰め、折りたたんでしっかり閉じます,6MBctYaMU8U,276,304
fold the dosa over,ドーサを折りたたみます,DViAejsp_rQ,78,87
fold the wrapper and seal the edges together,皮を折り、端を合わせます,gswKIbddBHw,123,148
fold the wrapper over and seal the edges together,皮を折り、端を合わせます,1Vs6LSUz9lA,110,129
fold the dosa into a triangle,ドーサを三角形に折ります,j878b3cSqEw,247,250
fold the wrapper and seal the dumpling,皮を折りたたみ、餃子を閉じます,b34VwqSkRE0,117,135
roll up and fold edges,巻き上げて端を折りたたみます,nRageCYhbO8,296,314
fold up tight and roll up,端を折りたたんでしっかりと巻き上げます,cVUMbDi51ZQ,580,615
fold the sides of the paper in,ライスペーパーの両端を内側に折りたたみます,P_eepz1z7H8,80,88
fold and press the pastry,パイ生地を折りたたんで押さえます,eyfZZWZwDOY,369,372
pull the dough and fold it repeatedly to knead,生地を引っ張ったり、たたんだりを繰り返してこねます,1-SJGQ2HLp8,108,120
fold the dough over the cheese,生地をストリングチーズの上に折り返します,lgg6luYfQ1w,104,114
place the filling in the center and fold the dosa on both sides,中央に具をのせ、ドーサの両側を折りたたみます,5SMOBHTBPjA,332,359
fold the mixture,材料を混ぜ合わせます,dV8LJ5NeceI,272,296
fold the wrapper over and press the edges together,皮を折りたたみ、端を合わせて押します,IPl_MdY9yNQ,198,230
add potato masala to the center fold the dosa in half,中央にポテトマサラをのせ、ドーサを半分に折りたたみます,3UvluD_TEPg,241,256
fold the wrapper to enclose the ingredients,ライスペーパーを折りたたみ、具材を包みます,erExuKpqrAs,158,182
fold the dosa,ドーサを折りたたみます,-gJHzNJFTx4,205,210
fold the wrapper over and seal the edges,皮を折り畳み、端を閉じます,5pPebDhgKmU,87,112
fold the wrapper in half,皮を半分に折ります,iPJmzCZ3uwo,89,92
flip it and spread the chutney add the aloo bhaji and fold the dosa and serve it along with chutney,裏返してチャツネを塗り、アルーバジをのせてドーサを折りたたみ、チャツネを添えれば出来上がりです,VA_7l_TXcMs,489,547
place a portion of the stuffing on one side of the strip and fold into a triangle,具をストリップの片方の端にのせ、三角形に折ります,7v2kaXqLNCY,190,213
fold the mixture in a bowl,材料をボウルで混ぜ合わせます,2lHFKR2r65U,124,138
grate some cheese on the dosa fold the dosa and garnish with some cheese,ドーサにチーズをすりおろして折りたたみ、チーズを飾ります,1BgVCXxPjIc,146,164
fold one half of the dosa over the potato,ドーサを半分に折り、じゃがいもの上にかぶせます,Bts6MvK8f9k,152,157
fold the bacon over,ベーコンを折りたたみます,2vNPfc8LaTc,132,143
fold the dosa over,ドーサを巻きます,pOWe4zB-E-4,256,263
move pad tai from wok to plate and add the remaining bean sprouts scallions and peanuts to the plate,パッタイを中華鍋から皿に移し、残りのもやし、ねぎ、ピーナッツを皿に盛り付けます,Ns8su84olsQ,400,450
move the onion rings to the bread crumbs and coat evenly,オニオンリングをパン粉の上に移し、まんべんなくまぶします,x41ze5sLnBY,140,147
move pizza to paddle and cook in oven,ピザをパドルに移し、オーブンで焼きます,1-SJGQ2HLp8,298,318
move the bread to a baking tray drizzle with olive oil and cook in the oven,パンを天板に移し、オリーブオイルをかけてオーブンで焼きます,Zi0Ou5dfsWs,118,145
rub garlic and cilantro on top of the rest of the dough and roll into buns,残りの生地の上にニンニクとパクチーをのせ、バンズ状に丸めます,rLBQ2Wglw6Y,263,274
evenly spoon the fillings on the warmed up tortillas and roll up the burritos tucking in the end,温めたトルティーヤに具を均等にスプーンでのせ、両端を折り込みながらブリトーを巻きます,xfiIOUS6FpQ,106,120
place the filling and cheese on the tortilla and roll the burrito,トルティーヤの上に具とチーズをのせ、巻いてブリトーにします,EjHxMfOdl1k,211,262
roll the nori sheet using the rolling mat,巻きすで海苔を巻きます,XZIiNz19HWA,109,146
roll and cut the dough,生地を伸ばして切ります,Krmi9Is522c,331,360
add some tuna mixture and roll the mixture,マグロを混ぜたものをのせ、巻きます,nRojh0N1QiU,486,544
roll up the seaweed,海苔を巻き上げます,TshGvn_QG_g,97,113
roll up and press in the sides,巻き上げて両端を押し込みます,rwZZ7d-AOgk,172,198
knead and roll the dough,生地をこねて伸ばします,D-Dkz8cX3Vg,151,164
flour again and begin to roll out,再度打ち粉をして伸ばし始めます,Dp_khENsaUQ,37,50
plate the spring rolls with sweet spicy sauce,春巻を皿に盛り付けて、スイートチリソースを添えます,Acqpfz6lQc4,429,448
roll up the sheet and squeeze the roll,海苔を巻き上げ、巻いたものをギュッと握ります,0l_U1Moloqk,41,65
tie both ends of the plastic wrap covering rolled liver,巻いたフォアグラを包んだラップの両端を結びます,543n2SO_03E,178,191
roll the hot dogs in the water,ホットドッグを水の中で転がします,Fp_d1SlbG_0,244,253
roll up the spring roll half way,春巻を途中まで巻き上げます,g0KDpc1kSjo,118,130
roll up into a cone,円錐形に巻きます,OsYU9W14guU,202,212
roll the mixture into balls,材料をボール状に丸めます,SDHOR15oWwU,178,196
unfold and roll out the pastry,生地を広げて伸ばします,eyfZZWZwDOY,190,218
cut the dough into pieces and roll into an oval,生地を分けて、楕円形に伸ばします,eoQlmIcaCvE,140,150
roll the ball of dough,生地をボール状に丸めます,GYolHIuQlEY,2,9
roll up the sandwich,サンドイッチを巻き上げます,SZ7TtauNFRU,569,582
thinly roll out the dough,生地を薄く伸ばします,IPl_MdY9yNQ,105,126
place some of the liver on plastic wrap and roll it,フォアグラの一部をラップにのせ、巻きます,543n2SO_03E,156,163
add eggs to pan and roll the eggs,フライパンに卵を入れ、卵を回します,BrtC6jhKBp0,168,195
flour the dough and roll it into a flat round shape,生地に小麦粉をまぶし、円形に伸ばします,vmTP3k22f0I,153,172
roll a ball out into a disk,ボール状の生地を円盤状に伸ばします,3t0DOJgK1vs,78,86
roll the dough and cut out shapes,生地を伸ばして型抜きします,tKWl-njXhP0,122,193
coat the ball in flour and roll out,ボールに小麦粉をまぶし、伸ばします,2fPWPaNrUEM,161,187
divide the dough and roll the dough into balls,生地を分けて、ボール状に丸めます,UbRRHp4uO50,105,136
roll it up and cut it into small sushi rolls along the rod,巻き上げ、小さな海苔巻になるよう端から切ります,C6boSYQalpU,214,337
roll out the dough into a thin circle,ナンを薄く円形に伸ばします,3cVVML1OLNM,3,23
roll the sheet,海苔を巻きます,2RW7l4zbS_k,55,63
take the bottom and roll it tightly to seal the edges and roll it,手前からしっかり巻き上げて、端を閉じ、転がします,GrCrG-EMr8g,227,268
put green lettuce tomato and rice mixture on a taco and roll it up to serve,グリーンレタス、トマト、混ぜ合わせたご飯をトルティーヤにのせ、巻いたら出来上がりです,igC0oJ48gxg,176,202
flip the egg rolls over,春巻を裏返します,_EtwHSuT4LA,296,307
roll up the burrito,ブリトーを巻きます,TGY3iP4X34c,331,341
roll the omelet and slice it,卵焼きを丸めて切ります,zwbCD3CUFIs,130,158
take a piece of dough and roll it into a ball,生地をひとつまみ取り、ボール状にします,2fPWPaNrUEM,152,160
apply flour to the chapati and roll again,チャパティに小麦粉をまぶして、再び伸ばします,0Y8z5xbGKqI,74,85
put the filling on the wrap and roll the wrap,皮に具をのせて巻きます,AEpS4UBE6ds,300,330
roll up the spring roll until it's completely rolled up,春巻を完全に巻き上げます,MIt0YvVC2iY,108,115
roll up and press down,巻き上げて押さえます,G-vY8T7pSTM,95,113
roll up the wrap with chives,チャイブをのせて巻き上げます,ELXmRSw3LlA,173,220
make small rolls of dough and roll into circle and cut in half,生地を小さく丸めて、薄い円状に伸ばし、半分に切ります,z_ZHVTqbSZo,154,188
apply flour to the dough and roll into a thin circle,生地に小麦粉をまぶし、円形に薄く伸ばします,0Y8z5xbGKqI,50,60
roll the tortilla up,トルティーヤを巻きます,cryYST7ga4s,113,122
take a small ball of the dough and roll it into a circle flip using hands to make it oval,生地を小さなボール状にして取り、円形に伸ばし、手で裏返しながら楕円形にします,fetFXsc6G5s,123,151
tuck in the sides of the tortilla and then roll the burrito,トルティーヤの両端を折り込んでからブリトーを巻きます,t7PXWabFg0w,129,142
press down the dough and roll it out,生地を押さえて伸ばします,w0FBc7-Acs8,210,239
roll the sheet up,海苔を巻き上げます,hM3j1SlUQd8,104,115
fry some sausages on a pan and roll some bread out,ソーセージをフライパンで炒め、パンを伸ばします,d-Hwbg0PrNk,57,74
roll up,海苔を巻き上げます,9vs5PjAzc4c,129,156
roll up the spring roll,春巻を巻き上げます,Mm6Ay5ez6Ig,232,246
roll them using a rolling pin into circular shape,麺棒で丸く伸ばします,6MBctYaMU8U,234,275
mix the bowl by hand and roll the meat into small balls,ボウルの材料を手で混ぜ、肉を小さなボール状に丸めます,bp-m0CGtCPo,39,71
spread out more wrap and place the rolled liver on it and roll again,ラップをさらに広げ、巻いたフォアグラをのせて再度巻きます,543n2SO_03E,167,177
add some egg on the corner of the sheet and finish rolling,皮の角に卵を塗り、最後まで巻きます,Acqpfz6lQc4,263,279
roll up and press down with the mat,巻き上げ、巻きすを押さえます,5FOX31OK_pU,103,113
tuck the sides in and roll up,両脇を折り込み、巻き上げます,txjgF4URKDw,196,205
roll out the dough into a flat circle,生地を平らな円形に伸ばします,GYolHIuQlEY,28,41
cut into small sections and roll them up,小さく切り分け、巻き上げます,XXrVZ-bhQEw,18,43
roll out the dough and cut out circles,生地を伸ばし、丸く切り抜きます,vOJkQwF2eno,70,120
roll the dough,生地を丸めます,nF67_d1HHnI,150,166
take a pinch of the dough and roll into a circle,生地をひねり取って、丸い形に整えます,C67CT1mdkzI,123,133
fold in the sides and roll up,両脇を折り込み、巻き上げます,_EtwHSuT4LA,234,243
roll out the dough,生地を伸ばします,o2H6KyYNy3s,103,115
roll the spring roll tightly,春巻をしっかりと巻き上げます,sGZQ8haMF8s,214,224
roll the dough out,生地を伸ばします,HvQ7M9ibS_8,210,240
roll the dough out into a thin oval,生地を薄い楕円形に伸ばします,A68bBM_5wUY,379,406
spread the dough sheet and cut it into strips and roll the strips around the cheese stick to cover it,シート状のパン生地を広げて細長い棒状に切り、チーズスティックに巻いて成形します,gbN0iw4VbBs,27,41
roll the meat mixture into scoop size balls,混ぜた肉をスクープですくいボール状に丸めます,XlAZJB-uAO0,214,259
roll the dough into a ball,生地をボール状にまとめます,aKgeBCbVGgQ,260,270
roll the meat into balls,肉をボール状に丸めます,__5RJw4UP1Y,54,71
fold up tight and roll up,端を折りたたんでしっかりと巻き上げます,cVUMbDi51ZQ,580,615
roll up the seaweed sheet,海苔を巻き上げます,rTVN7NN-m2Q,150,175
roll the sheet up,海苔を巻き上げます,XEHUV09m7Ok,88,106
roll the rice paper tuck and roll seal it well,ライスペーパーを巻いて、織り込んで巻き上げ、しっかりと閉じます,PXYabjc__UU,104,133
cut the rolled dough into equal squares,伸ばした生地を四角く均等に切ります,kAD8FSnkm50,140,148
add crab avocado cumumber and roll it over,かに、アボカド、きゅうりをのせ、巻きます,fIhIyOWIIz0,37,55
roll the seaweed and smear with water,海苔を巻いて水を塗ります,sTTECSIiL6I,269,303
roll up the spring roll half way,春巻を途中まで巻き上げます,MIt0YvVC2iY,83,90
roll the dough into a rope,生地をロープ状に伸ばします,Fp_d1SlbG_0,189,207
dip the dough balls in the flour and roll the dough out,生地のボールを小麦粉にくぐらせてから伸ばします,UbRRHp4uO50,158,182
roll the wrapper,皮を巻きます,9RRHAydI_xk,153,169
take a pinch of dough and roll and put them on a plate,生地をひとつまみずつちぎって、丸めて皿にのせます,i4ZAwUoP8c4,136,152
roll up and fold edges,巻き上げて端を折りたたみます,nRageCYhbO8,296,314
divide the dough roll and cover with film,生地を分け、ラップで覆います,vmTP3k22f0I,122,143
score the foie gras,フォアグラに切り込みを入れます,Ck3oNHsLqfk,45,56
put lettuce sliced tomato patty sauce and fried ingredients in the buns,バンズにレタス、スライスしたトマト、パティ、ソース、揚げた材料を挟みます,ho2JlRJp9rk,256,306
peel and slice the potatos,じゃがいもの皮をむき、スライスします,WrJ_Xj9FArM,26,52
separate and slice the imitation crab,かにかまをほぐして切ります,bM98rfEd_Yg,40,64
add sliced red onions to pan and mix,フライパンにスライスした赤玉ねぎを加え混ぜます,GJzuTXdVQcE,238,253
